"Jour","Produit","Prix TVA incl."
"04JUN25","Diesel B7 (€/L)",1.667
"04JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.732
"04JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.771
"04JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.732
"04JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.771
"05JUN25","Essence 95 RON E10 (€/L)",1.606
"05JUN25","Essence 98 RON E5 (€/L)",1.683
"05JUN25","Diesel B7 (€/L)",1.667
"05JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.745
"05JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.784
"05JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.745
"05JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.784
"06JUN25","Essence 95 RON E10 (€/L)",1.606
"06JUN25","Essence 98 RON E5 (€/L)",1.683
"06JUN25","Diesel B7 (€/L)",1.667
"06JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.736
"06JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.776
"06JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.736
"06JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.776
"07JUN25","Essence 95 RON E10 (€/L)",1.606
"07JUN25","Essence 98 RON E5 (€/L)",1.683
"07JUN25","Diesel B7 (€/L)",1.667
"07JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.74
"07JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.78
"07JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.74
"07JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.78
"08JUN25","Essence 95 RON E10 (€/L)",1.606
"08JUN25","Essence 98 RON E5 (€/L)",1.683
"08JUN25","Diesel B7 (€/L)",1.667
"08JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.74
"08JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.78
"08JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.74
"08JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.78
"09JUN25","Essence 95 RON E10 (€/L)",1.606
"09JUN25","Essence 98 RON E5 (€/L)",1.683
"09JUN25","Diesel B7 (€/L)",1.667
"09JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.74
"09JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.78
"09JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.74
"09JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.78
"10JUN25","Essence 95 RON E10 (€/L)",1.606
"10JUN25","Essence 98 RON E5 (€/L)",1.683
"10JUN25","Diesel B7 (€/L)",1.667
"10JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.74
"10JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.78
"10JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.74
"10JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.78
"11JUN25","Essence 95 RON E10 (€/L)",1.606
"11JUN25","Essence 98 RON E5 (€/L)",1.683
"11JUN25","Diesel B7 (€/L)",1.695
"11JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.757
"11JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.797
"11JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.757
"11JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.797
"12JUN25","Essence 95 RON E10 (€/L)",1.627
"12JUN25","Essence 98 RON E5 (€/L)",1.708
"12JUN25","Diesel B7 (€/L)",1.695
"12JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.763
"12JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.802
"12JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.763
"12JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.802
"13JUN25","Essence 95 RON E10 (€/L)",1.627
"13JUN25","Essence 98 RON E5 (€/L)",1.708
"13JUN25","Diesel B7 (€/L)",1.695
"13JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.751
"13JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.791
"13JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.751
"13JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.791
"14JUN25","Essence 95 RON E10 (€/L)",1.627
"14JUN25","Essence 98 RON E5 (€/L)",1.708
"14JUN25","Diesel B7 (€/L)",1.695
"14JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.756
"14JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.796
"14JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.756
"14JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.796
"15JUN25","Essence 95 RON E10 (€/L)",1.627
"15JUN25","Essence 98 RON E5 (€/L)",1.708
"15JUN25","Diesel B7 (€/L)",1.695
"15JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.756
"15JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.796
"15JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.756
"15JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.796
"16JUN25","Essence 95 RON E10 (€/L)",1.627
"16JUN25","Essence 98 RON E5 (€/L)",1.708
"16JUN25","Diesel B7 (€/L)",1.695
"16JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.756
"16JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.796
"16JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.756
"16JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.796
"17JUN25","Essence 95 RON E10 (€/L)",1.627
"17JUN25","Essence 98 RON E5 (€/L)",1.708
"17JUN25","Diesel B7 (€/L)",1.695
"17JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.795
"17JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.835
"17JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.795
"17JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.835
"18JUN25","Essence 95 RON E10 (€/L)",1.627
"18JUN25","Essence 98 RON E5 (€/L)",1.708
"18JUN25","Diesel B7 (€/L)",1.695
"18JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.793
"18JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.832
"18JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.793
"18JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.832
"19JUN25","Essence 95 RON E10 (€/L)",1.627
"19JUN25","Essence 98 RON E5 (€/L)",1.708
"19JUN25","Diesel B7 (€/L)",1.766
"19JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.83
"19JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.87
"19JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.83
"19JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.87
"20JUN25","Essence 95 RON E10 (€/L)",1.659
"20JUN25","Essence 98 RON E5 (€/L)",1.744
"20JUN25","Diesel B7 (€/L)",1.766
"20JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.845
"20JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.885
"20JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.845
"20JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.885
"21JUN25","Essence 95 RON E10 (€/L)",1.659
"21JUN25","Essence 98 RON E5 (€/L)",1.744
"21JUN25","Diesel B7 (€/L)",1.766
"21JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.908
"21JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.947
"21JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.908
"21JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.947
"22JUN25","Essence 95 RON E10 (€/L)",1.659
"22JUN25","Essence 98 RON E5 (€/L)",1.744
"22JUN25","Diesel B7 (€/L)",1.766
"22JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.908
"22JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.947
"22JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.908
"22JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.947
"23JUN25","Essence 95 RON E10 (€/L)",1.659
"23JUN25","Essence 98 RON E5 (€/L)",1.744
"23JUN25","Diesel B7 (€/L)",1.766
"23JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.908
"23JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.947
"23JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.908
"23JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.947
"24JUN25","Essence 95 RON E10 (€/L)",1.659
"24JUN25","Essence 98 RON E5 (€/L)",1.744
"24JUN25","Diesel B7 (€/L)",1.766
"24JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.862
"24JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.901
"24JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.862
"24JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.901
"25JUN25","Essence 95 RON E10 (€/L)",1.659
"25JUN25","Essence 98 RON E5 (€/L)",1.744
"25JUN25","Diesel B7 (€/L)",1.766
"25JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.853
"25JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.892
"25JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.853
"25JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.892
"26JUN25","Essence 95 RON E10 (€/L)",1.659
"26JUN25","Essence 98 RON E5 (€/L)",1.744
"26JUN25","Diesel B7 (€/L)",1.766
"26JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.778
"26JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.818
"26JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.778
"26JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.818
"27JUN25","Essence 95 RON E10 (€/L)",1.659
"27JUN25","Essence 98 RON E5 (€/L)",1.744
"27JUN25","Diesel B7 (€/L)",1.766
"27JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.787
"27JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.827
"27JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.787
"27JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.827
"28JUN25","Essence 95 RON E10 (€/L)",1.659
"28JUN25","Essence 98 RON E5 (€/L)",1.744
"28JUN25","Diesel B7 (€/L)",1.766
"28JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.791
"28JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.83
"28JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.791
"28JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.83
"29JUN25","Essence 95 RON E10 (€/L)",1.659
"29JUN25","Essence 98 RON E5 (€/L)",1.744
"29JUN25","Diesel B7 (€/L)",1.766
"29JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.791
"29JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.83
"29JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.791
"29JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.83
"30JUN25","Essence 95 RON E10 (€/L)",1.659
"30JUN25","Essence 98 RON E5 (€/L)",1.744
"30JUN25","Diesel B7 (€/L)",1.766
"30JUN25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.791
"30JUN25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.83
"30JUN25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.791
"30JUN25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.83
"01JUL25","Essence 95 RON E10 (€/L)",1.605
"01JUL25","Essence 98 RON E5 (€/L)",1.679
"01JUL25","Diesel B7 (€/L)",1.709
"01JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.772
"01JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.812
"01JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.772
"01JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.812
"02JUL25","Essence 95 RON E10 (€/L)",1.605
"02JUL25","Essence 98 RON E5 (€/L)",1.679
"02JUL25","Diesel B7 (€/L)",1.709
"02JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.773
"02JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.813
"02JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.773
"02JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.813
"03JUL25","Essence 95 RON E10 (€/L)",1.605
"03JUL25","Essence 98 RON E5 (€/L)",1.679
"03JUL25","Diesel B7 (€/L)",1.709
"03JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.785
"03JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.825
"03JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.785
"03JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.825
"04JUL25","Essence 95 RON E10 (€/L)",1.605
"04JUL25","Essence 98 RON E5 (€/L)",1.679
"04JUL25","Diesel B7 (€/L)",1.744
"04JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.811
"04JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.851
"04JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.811
"04JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.851
"05JUL25","Essence 95 RON E10 (€/L)",1.605
"05JUL25","Essence 98 RON E5 (€/L)",1.679
"05JUL25","Diesel B7 (€/L)",1.744
"05JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.826
"05JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.866
"05JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.826
"05JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.866
"06JUL25","Essence 95 RON E10 (€/L)",1.605
"06JUL25","Essence 98 RON E5 (€/L)",1.679
"06JUL25","Diesel B7 (€/L)",1.744
"06JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.826
"06JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.866
"06JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.826
"06JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.866
"07JUL25","Essence 95 RON E10 (€/L)",1.605
"07JUL25","Essence 98 RON E5 (€/L)",1.679
"07JUL25","Diesel B7 (€/L)",1.744
"07JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.826
"07JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.866
"07JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.826
"07JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.866
"08JUL25","Essence 95 RON E10 (€/L)",1.605
"08JUL25","Essence 98 RON E5 (€/L)",1.679
"08JUL25","Diesel B7 (€/L)",1.744
"08JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.845
"08JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.885
"08JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.845
"08JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.885
"09JUL25","Essence 95 RON E10 (€/L)",1.605
"09JUL25","Essence 98 RON E5 (€/L)",1.679
"09JUL25","Diesel B7 (€/L)",1.744
"09JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.848
"09JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.888
"09JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.848
"09JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.888
"10JUL25","Essence 95 RON E10 (€/L)",1.627
"10JUL25","Essence 98 RON E5 (€/L)",1.708
"10JUL25","Diesel B7 (€/L)",1.744
"10JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.872
"10JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.912
"10JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.872
"10JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.912
"11JUL25","Essence 95 RON E10 (€/L)",1.627
"11JUL25","Essence 98 RON E5 (€/L)",1.708
"11JUL25","Diesel B7 (€/L)",1.781
"11JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.854
"11JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.894
"11JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.854
"11JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.894
"12JUL25","Essence 95 RON E10 (€/L)",1.627
"12JUL25","Essence 98 RON E5 (€/L)",1.708
"12JUL25","Diesel B7 (€/L)",1.781
"12JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.841
"12JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.881
"12JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.841
"12JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.881
"13JUL25","Essence 95 RON E10 (€/L)",1.627
"13JUL25","Essence 98 RON E5 (€/L)",1.708
"13JUL25","Diesel B7 (€/L)",1.781
"13JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.841
"13JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.881
"13JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.841
"13JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.881
"14JUL25","Essence 95 RON E10 (€/L)",1.627
"14JUL25","Essence 98 RON E5 (€/L)",1.708
"14JUL25","Diesel B7 (€/L)",1.781
"14JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.841
"14JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.881
"14JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.841
"14JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.881
"15JUL25","Essence 95 RON E10 (€/L)",1.627
"15JUL25","Essence 98 RON E5 (€/L)",1.708
"15JUL25","Diesel B7 (€/L)",1.781
"15JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.853
"15JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.893
"15JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.853
"15JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.893
"16JUL25","Essence 95 RON E10 (€/L)",1.627
"16JUL25","Essence 98 RON E5 (€/L)",1.708
"16JUL25","Diesel B7 (€/L)",1.781
"16JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.803
"16JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.843
"16JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.803
"16JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.843
"17JUL25","Essence 95 RON E10 (€/L)",1.627
"17JUL25","Essence 98 RON E5 (€/L)",1.708
"17JUL25","Diesel B7 (€/L)",1.742
"17JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.811
"17JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.851
"17JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.811
"17JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.851
"18JUL25","Essence 95 RON E10 (€/L)",1.627
"18JUL25","Essence 98 RON E5 (€/L)",1.708
"18JUL25","Diesel B7 (€/L)",1.742
"18JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.803
"18JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.843
"18JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.803
"18JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.843
"19JUL25","Essence 95 RON E10 (€/L)",1.627
"19JUL25","Essence 98 RON E5 (€/L)",1.708
"19JUL25","Diesel B7 (€/L)",1.742
"19JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.824
"19JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.864
"19JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.824
"19JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.864
"20JUL25","Essence 95 RON E10 (€/L)",1.627
"20JUL25","Essence 98 RON E5 (€/L)",1.708
"20JUL25","Diesel B7 (€/L)",1.742
"20JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.824
"20JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.864
"20JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.824
"20JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.864
"21JUL25","Essence 95 RON E10 (€/L)",1.627
"21JUL25","Essence 98 RON E5 (€/L)",1.708
"21JUL25","Diesel B7 (€/L)",1.742
"21JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.824
"21JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.864
"21JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.824
"21JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.864
"22JUL25","Essence 95 RON E10 (€/L)",1.627
"22JUL25","Essence 98 RON E5 (€/L)",1.708
"22JUL25","Diesel B7 (€/L)",1.742
"22JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.824
"22JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.864
"22JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.824
"22JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.864
"23JUL25","Essence 95 RON E10 (€/L)",1.627
"23JUL25","Essence 98 RON E5 (€/L)",1.708
"23JUL25","Diesel B7 (€/L)",1.742
"23JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.833
"23JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.873
"23JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.833
"23JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.873
"24JUL25","Essence 95 RON E10 (€/L)",1.627
"24JUL25","Essence 98 RON E5 (€/L)",1.708
"24JUL25","Diesel B7 (€/L)",1.742
"24JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.821
"24JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.86
"24JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.821
"24JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.86
"25JUL25","Essence 95 RON E10 (€/L)",1.627
"25JUL25","Essence 98 RON E5 (€/L)",1.708
"25JUL25","Diesel B7 (€/L)",1.742
"25JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.813
"25JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.853
"25JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.813
"25JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.853
"26JUL25","Essence 95 RON E10 (€/L)",1.627
"26JUL25","Essence 98 RON E5 (€/L)",1.708
"26JUL25","Diesel B7 (€/L)",1.742
"26JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.807
"26JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.847
"26JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.807
"26JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.847
"27JUL25","Essence 95 RON E10 (€/L)",1.627
"27JUL25","Essence 98 RON E5 (€/L)",1.708
"27JUL25","Diesel B7 (€/L)",1.742
"27JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.807
"27JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.847
"27JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.807
"27JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.847
"28JUL25","Essence 95 RON E10 (€/L)",1.627
"28JUL25","Essence 98 RON E5 (€/L)",1.708
"28JUL25","Diesel B7 (€/L)",1.742
"28JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.807
"28JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.847
"28JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.807
"28JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.847
"29JUL25","Essence 95 RON E10 (€/L)",1.627
"29JUL25","Essence 98 RON E5 (€/L)",1.708
"29JUL25","Diesel B7 (€/L)",1.742
"29JUL25","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.812
"29JUL25","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.852
"29JUL25","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.812
"29JUL25","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.852
"30JUL25","Essence 95 RON E10 (€/L)",1.627
